TXID: 8e7d832e-c436-4486-8eca-84f804e1aede | Timestamp: 2014-02-20T04:20:41 | Amount: 1604.22 | Currency: GBP | SenderAcct: 9825360614326898 | ReceiverAcct: 0845323509129135 | SenderCountry: BR | ReceiverCountry: CN | Purpose: PAYMENT | CustomerID: 2f860f15-72db-4eb3-928c-812e261b51bf | RiskRating: High | KYC: False | Retention: 7 | Initiator: EMP-0818 | Approver: EMP-5596 | SOF: None
TXID: dc382ff8-175b-4426-b175-62d5b7e31e3e | Timestamp: 2003-11-30T15:48:06 | Amount: 14125.53 | Currency: GBP | SenderAcct: 2512005599989062 | ReceiverAcct: 4796868748056559 | SenderCountry: US | ReceiverCountry: DE | Purpose: TRANSFER | CustomerID: 4422db13-2864-414c-8baa-97851edf6fa7 | RiskRating: Medium | KYC: True | Retention: 10 | Initiator: EMP-3967 | Approver: EMP-6389 | SOF: Salary
TXID: 170748d3-4bcb-497b-9e13-74eafabbae25 | Timestamp: 2014-12-24T06:55:16 | Amount: 9376.65 | Currency: GBP | SenderAcct: 1622959510034390 | ReceiverAcct: 3197313896523255 | SenderCountry: BR | ReceiverCountry: US | Purpose: PAYMENT | CustomerID: 9b5a5a7f-c2e3-43fe-a954-5afdbc2a3904 | RiskRating: Low | KYC: False | Retention: 3 | Initiator: EMP-5217 | Approver: EMP-8036 | SOF: Gift
TXID: d2a2fc64-e7f2-4ab7-b7dc-a31d28b40626 | Timestamp: 2023-11-22T21:02:09 | Amount: 6939.51 | Currency: EUR | SenderAcct: 3870410465987942 | ReceiverAcct: 5208370597901391 | SenderCountry: CN | ReceiverCountry: FR | Purpose: PAYMENT | CustomerID: 40801b7b-7b71-4905-b4bd-3cbd44e50cf8 | RiskRating: Low | KYC: True | Retention: 3 | Initiator: EMP-1968 | Approver: EMP-8320 | SOF: Investment
TXID: 609ef006-1cf9-4c5f-b42e-ffbf0cf9191b | Timestamp: 1989-04-26T18:58:32 | Amount: 12705.11 | Currency: USD | SenderAcct: 7867326406849545 | ReceiverAcct: 5030707432132111 | SenderCountry: BR | ReceiverCountry: BR | Purpose: CASH | CustomerID: 88a1c3f7-e830-4a03-afd8-373842df3cb1 | RiskRating: Low | KYC: True | Retention: 7 | Initiator: EMP-6868 | Approver: EMP-8134 | SOF: Gift
TXID: 422a8670-04ae-4134-8eaa-0c7b66235a63 | Timestamp: 2006-06-12T08:52:45 | Amount: 11136.34 | Currency: EUR | SenderAcct: 2876416558717595 | ReceiverAcct: 3703774153590442 | SenderCountry: US | ReceiverCountry: FR | Purpose: PAYMENT | CustomerID: 685e0950-7a6d-44be-a933-09040f22e3f1 | RiskRating: Medium | KYC: False | Retention: 10 | Initiator: EMP-0460 | Approver: EMP-6122 | SOF: Gift
TXID: aac7b9a4-9cab-4999-986d-ec5679eeb9f0 | Timestamp: 2013-02-13T12:46:28 | Amount: 3626.39 | Currency: GBP | SenderAcct: 3367786746897601 | ReceiverAcct: 3570290003833820 | SenderCountry: FR | ReceiverCountry: DE | Purpose: PAYMENT | CustomerID: 0c74b110-bdb1-4e15-b788-c1335d0e0b13 | RiskRating: High | KYC: False | Retention: 10 | Initiator: EMP-5203 | Approver: EMP-9819 | SOF: Gift
TXID: 7a7cd101-39c4-4fe2-b171-14a184859eb1 | Timestamp: 1998-02-01T07:05:15 | Amount: 3566.68 | Currency: USD | SenderAcct: 7082973032317391 | ReceiverAcct: 3439920939856837 | SenderCountry: BR | ReceiverCountry: DE | Purpose: TRANSFER | CustomerID: 5ee9ddd1-1b3f-48d3-8174-01487f978440 | RiskRating: Low | KYC: False | Retention: 10 | Initiator: EMP-1933 | Approver: EMP-9895 | SOF: None
TXID: 9ddb9c5a-a77e-4fdb-a084-cb9b0ddecd20 | Timestamp: 2022-04-21T21:57:18 | Amount: 18404.41 | Currency: GBP | SenderAcct: 9147414520055186 | ReceiverAcct: 0303318840820488 | SenderCountry: DE | ReceiverCountry: FR | Purpose: TRANSFER | CustomerID: 82bbea0d-e341-4b48-8809-76340ab54057 | RiskRating: High | KYC: False | Retention: 5 | Initiator: EMP-8185 | Approver: EMP-3524 | SOF: Investment
TXID: 2a68d8cc-1b4e-4132-b0df-997df4980969 | Timestamp: 2015-11-22T00:43:11 | Amount: 12401.65 | Currency: GBP | SenderAcct: 2786391400577157 | ReceiverAcct: 4187982060672849 | SenderCountry: BR | ReceiverCountry: CN | Purpose: PAYMENT | CustomerID: b9b5cd73-29b6-44e9-b851-f09914bc2ba7 | RiskRating: Medium | KYC: True | Retention: 3 | Initiator: EMP-0042 | Approver: EMP-0415 | SOF: Investment
TXID: c77abec9-7179-45ee-96e4-06e25f54c6f1 | Timestamp: 2017-09-12T06:02:31 | Amount: 10696.3 | Currency: GBP | SenderAcct: 1171578436624189 | ReceiverAcct: 0876085919410223 | SenderCountry: FR | ReceiverCountry: FR | Purpose: CASH | CustomerID: a8a34160-3e79-4495-97e5-44ce17ffc7d4 | RiskRating: Low | KYC: True | Retention: 1 | Initiator: EMP-8220 | Approver: EMP-2447 | SOF: Salary
TXID: 07cd9a26-e5bf-44ec-ba19-b2ec435f1344 | Timestamp: 2011-11-21T17:11:04 | Amount: 1298.53 | Currency: GBP | SenderAcct: 0912887299451417 | ReceiverAcct: 9870424731281330 | SenderCountry: BR | ReceiverCountry: FR | Purpose: PAYMENT | CustomerID: 7c8a13e9-9db3-4522-862d-bc8e904f343d | RiskRating: Low | KYC: True | Retention: 5 | Initiator: EMP-9141 | Approver: EMP-6592 | SOF: Salary
TXID: 933c0939-17f5-48b6-a0f3-83515909cc1c | Timestamp: 1985-09-23T11:50:59 | Amount: 13363.55 | Currency: EUR | SenderAcct: 2045012968078491 | ReceiverAcct: 6538443391105338 | SenderCountry: CN | ReceiverCountry: BR | Purpose: CASH | CustomerID: e68b1750-0876-44b2-94ac-28cd6ca1af18 | RiskRating: Low | KYC: False | Retention: 10 | Initiator: EMP-0381 | Approver: EMP-1460 | SOF: Salary
TXID: 05820706-daba-4e60-8ebe-4f5e34ad7727 | Timestamp: 1984-11-25T00:13:18 | Amount: 7279.2 | Currency: GBP | SenderAcct: 4607779067788977 | ReceiverAcct: 9431822120162698 | SenderCountry: US | ReceiverCountry: US | Purpose: TRANSFER | CustomerID: ffe153d8-36ea-41ef-b1c6-ee9e3f4648cf | RiskRating: Low | KYC: True | Retention: 3 | Initiator: EMP-8253 | Approver: EMP-5155 | SOF: None
TXID: e0699ee2-1778-468b-872a-d3962b1af70d | Timestamp: 1987-06-09T08:16:50 | Amount: 13392.02 | Currency: EUR | SenderAcct: 9931647888154565 | ReceiverAcct: 2670530493832063 | SenderCountry: US | ReceiverCountry: BR | Purpose: CASH | CustomerID: 671e4858-2ba5-4fbf-b017-227232898152 | RiskRating: Medium | KYC: True | Retention: 5 | Initiator: EMP-1681 | Approver: EMP-9116 | SOF: Investment
TXID: 89cc6d82-48d6-46bf-a8c6-4d52142dd190 | Timestamp: 2005-07-28T13:58:42 | Amount: 4628.87 | Currency: USD | SenderAcct: 8299201133374712 | ReceiverAcct: 6338852640865270 | SenderCountry: BR | ReceiverCountry: FR | Purpose: CASH | CustomerID: eb127460-8015-4248-afa3-a64ba7352183 | RiskRating: Medium | KYC: False | Retention: 3 | Initiator: EMP-8971 | Approver: EMP-8657 | SOF: Salary
TXID: e68d5262-0d1c-447e-85f1-02d5a68e7931 | Timestamp: 2022-02-09T14:38:01 | Amount: 16098.54 | Currency: EUR | SenderAcct: 2845136884168774 | ReceiverAcct: 0308201618900640 | SenderCountry: DE | ReceiverCountry: DE | Purpose: CASH | CustomerID: a28a59d2-9e64-4288-ad2d-ab25d658c13c | RiskRating: High | KYC: True | Retention: 10 | Initiator: EMP-5654 | Approver: EMP-8522 | SOF: Investment
TXID: b1169949-ba0e-4565-9bcf-a2f107f18d19 | Timestamp: 1994-04-30T07:46:14 | Amount: 10863.31 | Currency: EUR | SenderAcct: 1976830240820762 | ReceiverAcct: 0415877146767396 | SenderCountry: FR | ReceiverCountry: CN | Purpose: CASH | CustomerID: 71d23e12-8bd5-4b28-a656-e843890ee784 | RiskRating: High | KYC: True | Retention: 3 | Initiator: EMP-0811 | Approver: EMP-6579 | SOF: Investment
TXID: 2590df66-6ec0-4999-aec6-3b3657690fb3 | Timestamp: 2003-03-29T18:22:06 | Amount: 10923.57 | Currency: EUR | SenderAcct: 2654544032870941 | ReceiverAcct: 6755224147169940 | SenderCountry: DE | ReceiverCountry: DE | Purpose: CASH | CustomerID: 107ea5f0-33ce-4bb6-aafa-1d89b4a6c913 | RiskRating: Low | KYC: True | Retention: 10 | Initiator: EMP-2768 | Approver: EMP-8216 | SOF: Gift
TXID: 8f6e2477-9f81-43ba-a58a-c23ca49cc0dc | Timestamp: 1983-09-19T04:29:40 | Amount: 8958.32 | Currency: EUR | SenderAcct: 9779286256208787 | ReceiverAcct: 9918328528429377 | SenderCountry: DE | ReceiverCountry: FR | Purpose: PAYMENT | CustomerID: 22007792-597b-4cb0-b89d-6961b8656c02 | RiskRating: Medium | KYC: False | Retention: 7 | Initiator: EMP-1381 | Approver: EMP-1837 | SOF: Gift
TXID: ae7805a2-e568-4cea-b6b0-e5f134f92713 | Timestamp: 1976-08-30T12:32:26 | Amount: 197.69 | Currency: GBP | SenderAcct: 9968620629443171 | ReceiverAcct: 8387661816148453 | SenderCountry: CN | ReceiverCountry: BR | Purpose: TRANSFER | CustomerID: a4617206-c756-4970-a785-192f49f031a4 | RiskRating: High | KYC: False | Retention: 5 | Initiator: EMP-3662 | Approver: EMP-5743 | SOF: Investment
TXID: 8d634a41-7c1d-42cd-9df1-78e0872b1199 | Timestamp: 1999-05-28T23:54:53 | Amount: 16962.73 | Currency: USD | SenderAcct: 9844893329294598 | ReceiverAcct: 5520482459177399 | SenderCountry: DE | ReceiverCountry: CN | Purpose: PAYMENT | CustomerID: 64c23aab-9e7e-4f44-b301-c479775516ec | RiskRating: Medium | KYC: False | Retention: 1 | Initiator: EMP-3600 | Approver: EMP-7645 | SOF: Salary
TXID: a9bf28cf-e0eb-425f-b7d4-02ec8c3861fc | Timestamp: 2000-04-08T23:59:02 | Amount: 10349.47 | Currency: GBP | SenderAcct: 5852950470410208 | ReceiverAcct: 6296428581417036 | SenderCountry: BR | ReceiverCountry: DE | Purpose: PAYMENT | CustomerID: a8b0eb5a-b247-4221-8377-91b30f49f73b | RiskRating: High | KYC: True | Retention: 5 | Initiator: EMP-5607 | Approver: EMP-5393 | SOF: None
TXID: e5192dfc-f70e-4219-85d1-58a3e03e68a6 | Timestamp: 1970-04-26T04:09:10 | Amount: 5079.63 | Currency: USD | SenderAcct: 3319475993964514 | ReceiverAcct: 9468969477904175 | SenderCountry: FR | ReceiverCountry: DE | Purpose: PAYMENT | CustomerID: 0bb45391-d5da-4386-b324-822b800d96d6 | RiskRating: High | KYC: True | Retention: 3 | Initiator: EMP-3041 | Approver: EMP-2770 | SOF: Investment
TXID: ff2c0edc-0494-4570-bdbe-15e1853bea8e | Timestamp: 1981-10-27T08:11:59 | Amount: 15675.81 | Currency: EUR | SenderAcct: 7796031826766737 | ReceiverAcct: 2463983289612853 | SenderCountry: DE | ReceiverCountry: FR | Purpose: PAYMENT | CustomerID: 53354bb9-fd2c-48a1-ad24-d9532780ff22 | RiskRating: Low | KYC: False | Retention: 10 | Initiator: EMP-3040 | Approver: EMP-9144 | SOF: Salary
TXID: cd8adc24-2520-42b2-8e31-520775b34e79 | Timestamp: 1991-11-25T23:30:05 | Amount: 2779.73 | Currency: EUR | SenderAcct: 8496524927513991 | ReceiverAcct: 9671988891512571 | SenderCountry: CN | ReceiverCountry: US | Purpose: CASH | CustomerID: 3b081bea-b49f-46a0-ac92-39a55391f63d | RiskRating: High | KYC: True | Retention: 3 | Initiator: EMP-3572 | Approver: EMP-0918 | SOF: Investment
TXID: dbff1554-1697-43fb-8615-5fab9ea1f7d3 | Timestamp: 1981-07-23T19:07:49 | Amount: 17895.43 | Currency: GBP | SenderAcct: 0746869039503931 | ReceiverAcct: 0433778375453726 | SenderCountry: DE | ReceiverCountry: CN | Purpose: PAYMENT | CustomerID: e9b0eb2f-b146-4cae-8682-2e3a5d4a968a | RiskRating: Medium | KYC: False | Retention: 3 | Initiator: EMP-0036 | Approver: EMP-2815 | SOF: Investment
TXID: a0791be8-c7e4-42be-84b6-c52497eeea9f | Timestamp: 1995-10-29T04:10:08 | Amount: 2838.31 | Currency: GBP | SenderAcct: 3648494508280690 | ReceiverAcct: 0755982220715909 | SenderCountry: BR | ReceiverCountry: DE | Purpose: TRANSFER | CustomerID: fb2b3611-09df-4044-8ce8-c149bec27d34 | RiskRating: Low | KYC: True | Retention: 5 | Initiator: EMP-5887 | Approver: EMP-4988 | SOF: Gift
TXID: a59bc169-9f1d-430e-b12c-9d1b3a7e172f | Timestamp: 1989-08-15T23:17:05 | Amount: 3050.12 | Currency: EUR | SenderAcct: 8649389791901123 | ReceiverAcct: 4122982038239369 | SenderCountry: DE | ReceiverCountry: FR | Purpose: TRANSFER | CustomerID: 22baa948-580e-4be7-b94a-63838c9b2b1d | RiskRating: High | KYC: True | Retention: 10 | Initiator: EMP-5425 | Approver: EMP-7087 | SOF: Gift
TXID: fa11fc6f-9b58-4719-afd1-f989f75bc5c6 | Timestamp: 2004-01-21T17:27:37 | Amount: 7378.35 | Currency: GBP | SenderAcct: 6313176906438210 | ReceiverAcct: 1685778256453369 | SenderCountry: FR | ReceiverCountry: DE | Purpose: PAYMENT | CustomerID: 5e9e9616-340e-4f0e-b70f-191832c08ca9 | RiskRating: Low | KYC: False | Retention: 7 | Initiator: EMP-1152 | Approver: EMP-0170 | SOF: Salary
TXID: 9c4935a9-c8b6-4d6a-8fa9-1a9ea7098595 | Timestamp: 1976-02-25T09:27:31 | Amount: 12176.88 | Currency: EUR | SenderAcct: 2421764398108799 | ReceiverAcct: 4689006504039377 | SenderCountry: FR | ReceiverCountry: DE | Purpose: PAYMENT | CustomerID: 4ffd5ef1-8b68-4ae2-948d-b9c948ecd32d | RiskRating: Low | KYC: False | Retention: 7 | Initiator: EMP-2010 | Approver: EMP-6581 | SOF: None
TXID: d2eb4529-f1ea-4881-bb6d-eb34451b239b | Timestamp: 2018-06-03T16:33:25 | Amount: 12861.82 | Currency: GBP | SenderAcct: 9258371723458035 | ReceiverAcct: 3722421380893974 | SenderCountry: DE | ReceiverCountry: FR | Purpose: CASH | CustomerID: da6f1eb5-e4b0-4cf3-b081-025381fd0ee7 | RiskRating: Medium | KYC: True | Retention: 10 | Initiator: EMP-4085 | Approver: EMP-2859 | SOF: None
TXID: 7bed58a7-7933-4a4e-9a14-01ca0763dce0 | Timestamp: 2001-05-22T04:56:42 | Amount: 5623.37 | Currency: EUR | SenderAcct: 4642981034926457 | ReceiverAcct: 2096146853184325 | SenderCountry: DE | ReceiverCountry: DE | Purpose: TRANSFER | CustomerID: 8fc13e1c-f218-47e2-8996-5ce0b66d9899 | RiskRating: Low | KYC: False | Retention: 7 | Initiator: EMP-6007 | Approver: EMP-1503 | SOF: Gift
TXID: 543aeb14-64bf-4431-b665-5dbf3906619e | Timestamp: 1973-04-16T23:05:52 | Amount: 79.38 | Currency: EUR | SenderAcct: 2312387791314665 | ReceiverAcct: 2756713611099645 | SenderCountry: US | ReceiverCountry: FR | Purpose: TRANSFER | CustomerID: abf351ee-dd2d-44e3-873a-bd9f2744a780 | RiskRating: High | KYC: False | Retention: 1 | Initiator: EMP-3531 | Approver: EMP-0229 | SOF: Salary
TXID: bb592c53-c8ee-4437-9453-cf248d274030 | Timestamp: 1984-05-10T22:22:09 | Amount: 492.29 | Currency: USD | SenderAcct: 5482009650035261 | ReceiverAcct: 8008000076840932 | SenderCountry: CN | ReceiverCountry: CN | Purpose: PAYMENT | CustomerID: d348c180-2b77-44e3-93d6-d8758d49838b | RiskRating: Medium | KYC: True | Retention: 10 | Initiator: EMP-0534 | Approver: EMP-7195 | SOF: Gift
TXID: 9c865837-4922-47ac-afd6-0f2260e9ed2b | Timestamp: 2020-01-07T07:50:59 | Amount: 2075.4 | Currency: GBP | SenderAcct: 4906101810720140 | ReceiverAcct: 4429002341821043 | SenderCountry: BR | ReceiverCountry: CN | Purpose: CASH | CustomerID: cf31b81e-cc39-4935-ba3a-faf5f6bdadc7 | RiskRating: Medium | KYC: True | Retention: 1 | Initiator: EMP-8559 | Approver: EMP-1089 | SOF: None
TXID: 73a4aa5b-abe9-41ac-9a08-093b147cf374 | Timestamp: 1973-04-29T07:23:19 | Amount: 8336.41 | Currency: GBP | SenderAcct: 5138564813904693 | ReceiverAcct: 3180478024037430 | SenderCountry: DE | ReceiverCountry: CN | Purpose: PAYMENT | CustomerID: 2564dded-42bb-4585-b892-329bc3de154d | RiskRating: Low | KYC: True | Retention: 10 | Initiator: EMP-3654 | Approver: EMP-7403 | SOF: Salary
TXID: febd4cc7-33a9-4e80-9a00-f4f601494b86 | Timestamp: 1971-03-11T20:08:26 | Amount: 11331.77 | Currency: GBP | SenderAcct: 2444791755993509 | ReceiverAcct: 8473570651930901 | SenderCountry: FR | ReceiverCountry: DE | Purpose: TRANSFER | CustomerID: c3149a87-0f6a-4171-bef6-0233142a4e8f | RiskRating: Medium | KYC: True | Retention: 5 | Initiator: EMP-5238 | Approver: EMP-6188 | SOF: Investment
TXID: f8b147fd-23a9-44ab-9b28-47e307a5c2a9 | Timestamp: 2017-04-27T07:24:34 | Amount: 16445.11 | Currency: EUR | SenderAcct: 3538035754218769 | ReceiverAcct: 9451979373683088 | SenderCountry: BR | ReceiverCountry: FR | Purpose: CASH | CustomerID: 539349a5-7a09-4ee0-bfae-a3bbbe9d6ac3 | RiskRating: High | KYC: False | Retention: 1 | Initiator: EMP-1516 | Approver: EMP-6617 | SOF: Gift
TXID: b75e8102-b4e7-4fff-bc96-be38f58c5653 | Timestamp: 2014-09-11T18:16:46 | Amount: 13415.33 | Currency: GBP | SenderAcct: 8495851864705201 | ReceiverAcct: 9625250605932420 | SenderCountry: BR | ReceiverCountry: DE | Purpose: TRANSFER | CustomerID: ce5687da-a9ff-4b74-9143-3ead75353843 | RiskRating: Medium | KYC: True | Retention: 3 | Initiator: EMP-2190 | Approver: EMP-7779 | SOF: Investment
TXID: 6996ba88-7d3d-4a18-a220-1a31f28dbc7a | Timestamp: 1993-07-04T21:30:53 | Amount: 1193.81 | Currency: EUR | SenderAcct: 6270655380805127 | ReceiverAcct: 1737603363693005 | SenderCountry: CN | ReceiverCountry: FR | Purpose: PAYMENT | CustomerID: ada822c3-182e-4ac7-93ed-cc86b4e75873 | RiskRating: High | KYC: True | Retention: 3 | Initiator: EMP-1186 | Approver: EMP-5657 | SOF: Investment
TXID: 5f1e7d59-4145-4572-bf3b-b88bb158349a | Timestamp: 2002-03-03T07:17:06 | Amount: 9333.85 | Currency: USD | SenderAcct: 0603827533290531 | ReceiverAcct: 0376284171300979 | SenderCountry: DE | ReceiverCountry: US | Purpose: PAYMENT | CustomerID: 34a23da3-e083-409d-b7cf-344d5583d3f3 | RiskRating: Low | KYC: True | Retention: 7 | Initiator: EMP-9584 | Approver: EMP-5573 | SOF: Salary
TXID: f8043037-cad3-4415-8692-05052e3598a5 | Timestamp: 1990-12-07T06:56:39 | Amount: 5655.67 | Currency: EUR | SenderAcct: 8138485314207357 | ReceiverAcct: 1200806656313051 | SenderCountry: CN | ReceiverCountry: DE | Purpose: TRANSFER | CustomerID: c1324f66-7b85-4e47-bdf2-a9e6423adddc | RiskRating: Low | KYC: True | Retention: 7 | Initiator: EMP-8941 | Approver: EMP-3709 | SOF: None
TXID: 957ad91b-be4a-4a44-8a44-768875eea2b6 | Timestamp: 1994-10-21T02:53:52 | Amount: 7336.44 | Currency: GBP | SenderAcct: 0023442934708636 | ReceiverAcct: 7748274743114527 | SenderCountry: US | ReceiverCountry: BR | Purpose: PAYMENT | CustomerID: da006c85-9c83-4833-a492-30f902a6bcf3 | RiskRating: High | KYC: True | Retention: 10 | Initiator: EMP-9901 | Approver: EMP-0130 | SOF: Gift
TXID: 7d8214ec-2706-4d3c-93ed-6f91ff273990 | Timestamp: 2016-10-15T11:32:54 | Amount: 18329.0 | Currency: GBP | SenderAcct: 3161459737361339 | ReceiverAcct: 7324370174685081 | SenderCountry: US | ReceiverCountry: FR | Purpose: TRANSFER | CustomerID: 34c8c583-50c8-4bbd-93c7-93570ea37d35 | RiskRating: Medium | KYC: False | Retention: 1 | Initiator: EMP-5342 | Approver: EMP-3502 | SOF: Salary
TXID: b32dece6-1497-4c8a-ace7-194e4edc51b3 | Timestamp: 1985-12-16T14:52:36 | Amount: 10141.18 | Currency: EUR | SenderAcct: 3363061182251046 | ReceiverAcct: 2150363235421456 | SenderCountry: FR | ReceiverCountry: BR | Purpose: TRANSFER | CustomerID: febc7c29-9789-4ebe-9d4e-2ee001a5fd5f | RiskRating: Medium | KYC: True | Retention: 1 | Initiator: EMP-2206 | Approver: EMP-3907 | SOF: Salary
TXID: 65e6d5f5-6840-4bc6-a6ea-dab18fe4cb54 | Timestamp: 1999-12-12T14:04:25 | Amount: 1529.75 | Currency: EUR | SenderAcct: 5745313269429996 | ReceiverAcct: 5639554113377187 | SenderCountry: BR | ReceiverCountry: DE | Purpose: TRANSFER | CustomerID: 8495a9cf-f1e7-478d-90b3-f35944742ae4 | RiskRating: High | KYC: False | Retention: 7 | Initiator: EMP-6295 | Approver: EMP-5490 | SOF: Gift
TXID: 258e724b-36ec-4563-8c8d-8a73b7e01b74 | Timestamp: 1974-01-25T11:07:01 | Amount: 6485.68 | Currency: GBP | SenderAcct: 2222671611674908 | ReceiverAcct: 0809600613576835 | SenderCountry: US | ReceiverCountry: DE | Purpose: CASH | CustomerID: a81098fb-e2e0-4a7d-b68d-ac0a05b7c4b0 | RiskRating: High | KYC: True | Retention: 10 | Initiator: EMP-3873 | Approver: EMP-2059 | SOF: Investment
TXID: 2cb5cb53-4926-423e-af0f-2b784d85b4eb | Timestamp: 2009-06-02T17:39:28 | Amount: 8891.33 | Currency: EUR | SenderAcct: 1796996329288538 | ReceiverAcct: 3996645985573697 | SenderCountry: CN | ReceiverCountry: BR | Purpose: PAYMENT | CustomerID: c3fa005b-13ff-4b62-aa6e-551251ed791b | RiskRating: Medium | KYC: True | Retention: 1 | Initiator: EMP-9337 | Approver: EMP-2284 | SOF: Gift
TXID: 46e7c998-b5b5-4f39-9fb5-78b1f76886fa | Timestamp: 2010-09-25T23:36:38 | Amount: 7351.07 | Currency: EUR | SenderAcct: 1871590496221937 | ReceiverAcct: 4999884083465057 | SenderCountry: FR | ReceiverCountry: DE | Purpose: PAYMENT | CustomerID: 011b9d82-058b-4cb6-891d-ab1edeb989a0 | RiskRating: Low | KYC: False | Retention: 1 | Initiator: EMP-7092 | Approver: EMP-1426 | SOF: Salary
TXID: 8170631f-ca2a-48d1-87c0-c87eeb434351 | Timestamp: 2020-01-12T22:19:57 | Amount: 4091.68 | Currency: USD | SenderAcct: 0947251677899288 | ReceiverAcct: 9763442651201499 | SenderCountry: BR | ReceiverCountry: CN | Purpose: PAYMENT | CustomerID: 29c15345-0f2e-45e1-a240-52e2d0561193 | RiskRating: Low | KYC: False | Retention: 10 | Initiator: EMP-1744 | Approver: EMP-4077 | SOF: Salary
TXID: 434d2f66-a6b8-451b-a213-724ab06600f4 | Timestamp: 2016-06-29T23:04:25 | Amount: 10508.41 | Currency: USD | SenderAcct: 9762435950140944 | ReceiverAcct: 0681760546050748 | SenderCountry: DE | ReceiverCountry: DE | Purpose: PAYMENT | CustomerID: 2edccc65-aac6-4b3b-aa2e-a35adb9c508e | RiskRating: High | KYC: True | Retention: 3 | Initiator: EMP-6999 | Approver: EMP-5204 | SOF: Salary
TXID: 5a400872-93df-4ec1-b606-62ff2ece5012 | Timestamp: 1995-03-12T14:41:35 | Amount: 2287.54 | Currency: EUR | SenderAcct: 5215853370335771 | ReceiverAcct: 2824727424201534 | SenderCountry: FR | ReceiverCountry: CN | Purpose: TRANSFER | CustomerID: 565ee06b-4d5f-47e6-a97a-26574624b19e | RiskRating: Medium | KYC: True | Retention: 7 | Initiator: EMP-2350 | Approver: EMP-5793 | SOF: None
TXID: 10a8a9f6-eb0b-4090-b8fc-556b86e25cac | Timestamp: 1990-07-28T20:36:22 | Amount: 5181.77 | Currency: USD | SenderAcct: 1154242904900590 | ReceiverAcct: 6341682834360140 | SenderCountry: US | ReceiverCountry: US | Purpose: PAYMENT | CustomerID: efe226e6-6575-429b-95ce-255c9f9149b9 | RiskRating: High | KYC: False | Retention: 7 | Initiator: EMP-2681 | Approver: EMP-5380 | SOF: Salary
TXID: c0d2bcd3-36c9-4175-a72d-aa3b9e550bde | Timestamp: 1981-04-07T14:44:48 | Amount: 1744.32 | Currency: GBP | SenderAcct: 6546576049281757 | ReceiverAcct: 7477951603441748 | SenderCountry: US | ReceiverCountry: DE | Purpose: CASH | CustomerID: 340d4d0d-45e3-411a-b2c0-4d1f4d5cf3de | RiskRating: High | KYC: False | Retention: 3 | Initiator: EMP-0372 | Approver: EMP-9975 | SOF: Salary
TXID: 199de1a6-a3fa-4801-a55a-85dbdf22e1ad | Timestamp: 1990-11-30T20:17:43 | Amount: 3227.52 | Currency: EUR | SenderAcct: 4862381236408671 | ReceiverAcct: 9909026626912725 | SenderCountry: CN | ReceiverCountry: US | Purpose: PAYMENT | CustomerID: 49494f04-c7d7-4352-b3b9-b5de10cf4a65 | RiskRating: Low | KYC: False | Retention: 1 | Initiator: EMP-4770 | Approver: EMP-7283 | SOF: Investment
TXID: ffe300c0-9650-45fa-80db-c7a9c9182814 | Timestamp: 1995-05-07T02:23:31 | Amount: 901.84 | Currency: USD | SenderAcct: 1610827031459755 | ReceiverAcct: 3134551955441831 | SenderCountry: DE | ReceiverCountry: FR | Purpose: PAYMENT | CustomerID: 6e3c3785-bb3e-4da7-8feb-1fd6937e70aa | RiskRating: High | KYC: True | Retention: 10 | Initiator: EMP-4747 | Approver: EMP-4649 | SOF: Salary
TXID: 12e9914d-810b-4f0a-ae0f-11ee77b1c49b | Timestamp: 2009-10-10T23:10:07 | Amount: 2697.97 | Currency: USD | SenderAcct: 6348912575295188 | ReceiverAcct: 2226201053967877 | SenderCountry: CN | ReceiverCountry: DE | Purpose: PAYMENT | CustomerID: d23870a0-d994-4684-ba2e-0e40df711c04 | RiskRating: Low | KYC: True | Retention: 10 | Initiator: EMP-0816 | Approver: EMP-2365 | SOF: Investment
TXID: fca51a1a-c0c3-46c8-93cf-b35e21bed461 | Timestamp: 1972-05-29T08:56:02 | Amount: 1931.24 | Currency: EUR | SenderAcct: 2629304551334813 | ReceiverAcct: 1896010503519279 | SenderCountry: DE | ReceiverCountry: DE | Purpose: CASH | CustomerID: 555af576-dcd3-43c6-83f9-044fda5c9f1b | RiskRating: Medium | KYC: True | Retention: 3 | Initiator: EMP-3813 | Approver: EMP-6735 | SOF: None
TXID: 6c264bdd-b780-476b-a2df-613b4d46fdb3 | Timestamp: 1993-06-01T09:20:11 | Amount: 22597.71 | Currency: USD | SenderAcct: 1536707072209188 | ReceiverAcct: 1407454287124446 | SenderCountry: DE | ReceiverCountry: FR | Purpose: PAYMENT | CustomerID: d8fea9f7-90cc-45fd-87a6-8a5f0a94b1d1 | RiskRating: High | KYC: False | Retention: 7 | Initiator: EMP-1767 | Approver: EMP-1816 | SOF: Investment
TXID: c0ff30c0-acea-48d3-9187-8088a7237e09 | Timestamp: 1987-11-08T13:05:53 | Amount: 11266.21 | Currency: GBP | SenderAcct: 1707020999602846 | ReceiverAcct: 8843394568582851 | SenderCountry: DE | ReceiverCountry: DE | Purpose: TRANSFER | CustomerID: 17626b28-ef38-461d-9261-1cb1be7f1d95 | RiskRating: Medium | KYC: True | Retention: 5 | Initiator: EMP-6282 | Approver: EMP-2669 | SOF: Gift
